. depth . depth																						
Depth (m) EDC	Ice age (a 1950) AICC		depth m EDC	Gas age (a 1950) AICC		EDC depth[m]	EDC CH4 [ppbv]		Gas age (a 1950) AICC	depth/gas age m EDC		depth m EDC (ref)	CO2compositBereiter		Ice age (a 1950) AICC	Depth/Ice age (m) EDC		Depth(m) EDC	EDC deut cor		Depth (m) EDC (ref)	nssCA800ka
						3170.66	549											1143.45	-422.4			
						3171.32	583											1144	-424.4			
						3171.83	577											1144.55	-423.1			
						3172.43	618											1145.1	-419.9			
						3172.86	601											1145.65	-421			
						3173.52	658											1146.2	-428.4			
						3174.03	681											1146.75	-422.9			
						3174.62	614											1147.3	-424.3			
						3175.05	598											1147.85	-424.5			
						3175.72	616											1148.4	-433.5			
						3176.23	630											1148.95	-420.6			
						3176.94	633											1149.5	-426.9			
						3177.23	623											1150.05	-421.3			
						3177.95	639											1150.6	-428.2			
						3178.43	618											1151.15	-417.1			
						3179.02	653											1151.7	-419.8			
						3179.46	639											1152.25	-419.1			
						3180.12	686											1152.8	-424.1			
						3180.63	677											1153.35	-420.3			
						3181.17	723											1153.9	-428.4			
						3181.22	739											1154.45	-418.8			
						3181.33	699											1155	-426.6			
						3181.63	713											1155.55	-416.1			
						3182.32	659											1156.1	-414.9			
						3182.79	589											1156.65	-424.1			
						3183.42	562											1157.2	-421.4			
						3183.86	543											1157.75	-423.3			
						3184.52	540											1158.3	-425.3			
						3185.03	483											1158.85	-423.4			
						3185.62	503											1159.4	-419.8			
						3186.06	466											1159.95	-420.2			
						3186.72	470											1160.5	-420.1			
						3187.23	451											1161.05	-413.4			
						3187.82	420											1161.6	-426.5			
						3188.08	428											1162.15	-418.4			
						3188.95	418											1162.7	-423.1			
						3189.43	396											1163.25	-416.9			
						3190.03	458											1163.8	-420.2			
						3190.53	399											1164.35	-422.3			
																		1164.9	-420.8			
																		1165.45	-421			
																		1166	-419.9			
																		1166.55	-417			
																		1167.1	-418.7			
																		1167.65	-421.6			
																		1168.2	-417.7			
																		1168.75	-418.9			
																		1169.3	-423.9			
																		1169.85	-419.2			
																		1170.4	-423.8			
																		1170.95	-422.5			
																		1171.5	-419.1			
																		1172.05	-423.8			
																		1172.6	-424.6			
																		1173.15	-421.1			
																		1173.7	-418.7			
																		1174.25	-414.2			
																		1174.8	-416.9			
																		1175.35	-422.4			
																		1175.9	-422.1			
																		1176.45	-417			
																		1177	-417			
																		1177.55	-417			
																		1178.1	-419.6			
																		1178.65	-406.6			
																		1179.2	-415.6			
																		1179.75	-411			
																		1180.3	-416			
																		1180.85	-415.2			
																		1181.4	-414.3			
																		1181.95	-421			
																		1182.5	-416.3			
																		1183.05	-418.3			
																		1183.6	-413			
																		1184.15	-419.2			
																		1184.7	-413.8			
																		1185.25	-414.2			
																		1185.8	-408.5			
																		1186.35	-409.4			
																		1186.9	-412.5			
																		1187.45	-408.4			
																		1188	-412.2			
																		1188.55	-413.9			
																		1189.1	-408.9			
																		1189.65	-417.1			
																		1190.2	-412.2			
																		1190.75	-402.6			
																		1191.3	-413.4			
																		1191.85	-412.1			
																		1192.4	-407.2			
																		1192.95	-411.5			
																		1193.5	-413.1			
																		1194.05	-413			
																		1194.6	-409.4			
																		1195.15	-414.3			
																		1195.7	-405.5			
																		1196.25	-411.7			
																		1196.8	-405.4			
																		1197.35	-406.4			
																		1197.9	-407.1			
																		1198.45	-407.5			
																		1199	-405.3			
																		1199.55	-404.3			
																		1200.1	-412.6			
																		1200.65	-411			
																		1201.2	-411.9			
																		1201.75	-414.8			
																		1202.3	-407.5			
																		1202.85	-415.1			
																		1203.4	-412.3			
																		1203.95	-410.7			
																		1204.5	-412.8			
																		1205.05	-405.8			
																		1205.6	-405.5			
																		1206.15	-418.7			
																		1206.7	-410.8			
																		1207.25	-414.1			
																		1207.8	-411.1			
																		1208.35	-404.9			
																		1208.9	-415			
																		1209.45	-410.6			
																		1210	-415.5			
																		1210.55	-410.1			
																		1211.1	-419.9			
																		1211.65	-413.3			
																		1212.2	-416			
																		1212.75	-417.2			
																		1213.3	-411.2			
																		1213.85	-411.9			
																		1214.4	-416.3			
																		1214.95	-413.5			
																		1215.5	-414.9			
																		1216.05	-412			
																		1216.6	-410.2			
																		1217.15	-413.7			
																		1217.7	-416.4			
																		1218.25	-420.5			
																		1218.8	-415.9			
																		1219.35	-409.9			
																		1219.9	-422.6			
																		1220.45	-418.2			
																		1221	-416.4			
																		1221.55	-418.3			
																		1222.1	-419.7			
																		1222.65	-416			
																		1223.2	-406.2			
																		1223.75	-419.5			
																		1224.3	-418.5			
																		1224.85	-417.4			
																		1225.4	-418.3			
																		1225.95	-421.9			
																		1226.5	-414.4			
																		1227.05	-420.8			
																		1227.6	-420.3			
																		1228.15	-420.4			
																		1228.7	-417.4			
																		1229.25	-419			
																		1229.8	-423.1			
																		1230.35	-422.5			
																		1230.9	-422.1			
																		1231.45	-422			
																		1232	-417.9			
																		1232.55	-419.1			
																		1233.1	-420.6			
																		1233.65	-416.8			
																		1234.2	-425.7			
																		1234.75	-421.9			
																		1235.3	-422.3			
																		1235.85	-422.5			
																		1236.4	-420.4			
																		1236.95	-425.4			
																		1237.5	-424.6			
																		1238.05	-426.5			
																		1238.6	-428.1			
																		1239.15	-428.5			
																		1239.7	-419			
																		1240.25	-427.1			
																		1240.8	-425.3			
																		1241.35	-427			
																		1241.9	-422.5			
																		1242.45	-429.8			
																		1243	-424.6			
																		1243.55	-430.3			
																		1244.1	-433.7			
																		1244.65	-436.3			
																		1245.2	-435.9			
																		1245.75	-430.1			
																		1246.3	-423.6			
																		1246.85	-430.6			
																		1247.4	-432.7			
																		1247.95	-429.5			
																		1248.5	-431.8			
																		1249.05	-424.1			
																		1249.6	-435.4			
																		1250.15	-425.8			
																		1250.7	-432.6			
																		1251.25	-429.9			
																		1251.8	-427			
																		1252.35	-425.5			
																		1252.9	-425.2			
																		1253.45	-430.3			
																		1254	-429.9			
																		1254.55	-426.5			
																		1255.1	-432.1			
																		1255.65	-425.6			
																		1256.2	-429.3			
																		1256.75	-432.9			
																		1257.3	-424.9			
																		1257.85	-427.7			
																		1258.4	-428.4			
																		1258.95	-424.9			
																		1259.5	-422.3			
																		1260.05	-424.4			
																		1260.6	-421.3			
																		1261.15	-423.9			
																		1261.7	-421.3			
																		1262.25	-429.4			
																		1262.8	-428.5			
																		1263.35	-424.6			
																		1263.9	-427.3			
																		1264.45	-427.7			
																		1265	-418.7			
																		1265.55	-420			
																		1266.1	-421.4			
																		1266.65	-419.7			
																		1267.2	-421			
																		1267.75	-422.2			
																		1268.3	-428.1			
																		1268.85	-427.4			
																		1269.4	-419.2			
																		1269.95	-421.7			
																		1270.5	-422			
																		1271.05	-423.8			
																		1271.6	-418.8			
																		1272.15	-413.9			
																		1272.7	-420.7			
																		1273.25	-423			
																		1273.8	-423.4			
																		1274.35	-423			
																		1274.9	-423.4			
																		1275.45	-414.4			
																		1276	-428.9			
																		1276.55	-425.8			
																		1277.1	-422.5			
																		1277.65	-420			
																		1278.2	-431.3			
																		1278.75	-430.2			
																		1279.3	-428.9			
																		1279.85	-427.9			
																		1280.4	-426.1			
																		1280.95	-424.4			
																		1281.5	-419.8			
																		1282.05	-421.5			
																		1282.6	-424.6			
																		1283.15	-424.8			
																		1283.7	-421.5			
																		1284.25	-430.2			
																		1284.8	-425.1			
																		1285.35	-428.6			
																		1285.9	-425.8			
																		1286.45	-425.5			
																		1287	-431			
																		1287.55	-415.8			
																		1288.1	-420.2			
																		1288.65	-424.1			
																		1289.2	-426.8			
																		1289.75	-427.7			
																		1290.3	-422.1			
																		1290.85	-424.6			
																		1291.4	-424.2			
																		1291.95	-419.9			
																		1292.5	-422.3			
																		1293.05	-422.6			
																		1293.6	-422.5			
																		1294.15	-425.1			
																		1294.7	-425.6			
																		1295.25	-424.3			
																		1295.8	-422.1			
																		1296.35	-415.2			
																		1296.9	-421.6			
																		1297.45	-424.3			
																		1298	-419.7			
																		1298.55	-421			
																		1299.1	-415.7			
																		1299.65	-425.9			
																		1300.2	-418.6			
																		1300.75	-419.9			
																		1301.3	-419.7			
																		1301.85	-419.2			
																		1302.4	-422.7			
																		1302.95	-426.8			
																		1303.5	-418			
																		1304.05	-422.4			
																		1304.6	-421.4			
																		1305.15	-424			
																		1305.7	-416.7			
																		1306.25	-415.8			
																		1306.8	-417.8			
																		1307.35	-417.2			
																		1307.9	-419.1			
																		1308.45	-426			
																		1309	-420.7			
																		1309.55	-419.7			
																		1310.1	-411.5			
																		1310.65	-423.7			
																		1311.2	-418.8			
																		1311.75	-417			
																		1312.3	-419.1			
																		1312.85	-419.5			
																		1313.4	-418.4			
																		1313.95	-416.4			
																		1314.5	-416.7			
																		1315.05	-415.2			
																		1315.6	-415.7			
																		1316.15	-424.1			
																		1316.7	-414.3			
																		1317.25	-418			
																		1317.8	-422.9			
																		1318.35	-415.8			
																		1318.9	-420			
																		1319.45	-420.1			
																		1320	-420.7			
																		1320.55	-427.2			
																		1321.1	-418.5			
																		1321.65	-414			
																		1322.2	-406.7			
																		1322.75	-408.4			
																		1323.3	-415.4			
																		1323.85	-410.8			
																		1324.4	-412.1			
																		1324.95	-416.9			
																		1325.5	-415.2			
																		1326.05	-415			
																		1326.6	-419.3			
																		1327.15	-422.7			
																		1327.7	-420			
																		1328.25	-420.6			
																		1328.8	-422.4			
																		1329.35	-420.3			
																		1329.9	-419.9			
																		1330.45	-422.6			
																		1331	-417.6			
																		1331.55	-420.5			
																		1332.1	-422			
																		1332.65	-415.7			
																		1333.2	-420.2			
																		1333.75	-422.2			
																		1334.3	-409.7			
																		1334.85	-419.1			
																		1335.4	-425.6			
																		1335.95	-415.2			
																		1336.5	-419.2			
																		1337.05	-416.3			
																		1337.6	-412.7			
																		1338.15	-418			
																		1338.7	-421.8			
																		1339.25	-419.6			
																		1339.8	-412.5			
																		1340.35	-425.5			
																		1340.9	-421.3			
																		1341.45	-418.8			
																		1342	-413.3			
																		1342.55	-423.2			
																		1343.1	-416.1			
																		1343.65	-419.2			
																		1344.2	-415.8			
																		1344.75	-418.7			
																		1345.3	-418.6			
																		1345.85	-424.7			
																		1346.4	-411.7			
																		1346.95	-421.1			
																		1347.5	-415.7			
																		1348.05	-416.3			
																		1348.6	-415.7			
																		1349.15	-416.6			
																		1349.7	-415.4			
																		1350.25	-420.7			
																		1350.8	-419.4			
																		1351.35	-413.4			
																		1351.9	-423.2			
																		1352.45	-418.8			
																		1353	-419.6			
																		1353.55	-410.8			
																		1354.1	-415.6			
																		1354.65	-419.2			
																		1355.2	-421.2			
																		1355.75	-420.6			
																		1356.3	-419.1			
																		1356.85	-413.3			
																		1357.4	-417.2			
																		1357.95	-415.4			
																		1358.5	-423.1			
																		1359.05	-412.5			
																		1359.6	-422.6			
																		1360.15	-418.2			
																		1360.7	-418			
																		1361.25	-412.8			
																		1361.8	-418.3			
																		1362.35	-412.5			
																		1362.9	-419.4			
																		1363.45	-422.5			
																		1364	-421.4			
																		1364.55	-417.7			
																		1365.1	-422.3			
																		1365.65	-417.3			
																		1366.2	-424.5			
																		1366.75	-416.4			
																		1367.3	-418.7			
																		1367.85	-418.5			
																		1368.4	-425.8			
																		1368.95	-424.1			
																		1369.5	-421.5			
																		1370.05	-418.8			
																		1370.6	-422.2			
																		1371.15	-420.9			
																		1371.7	-418.7			
																		1372.25	-415.7			
																		1372.8	-421.8			
																		1373.35	-415.7			
																		1373.9	-415.5			
																		1374.45	-418			
																		1375	-417.7			
																		1375.55	-424.2			
																		1376.1	-416.3			
																		1376.65	-420.7			
																		1377.2	-416.4			
																		1377.75	-414.9			
																		1378.3	-419.8			
																		1378.85	-416.5			
																		1379.4	-413.8			
																		1379.95	-419			
																		1380.5	-417.4			
																		1381.05	-419.1			
																		1381.6	-413.2			
																		1382.15	-418.5			
																		1382.7	-414.6			
																		1383.25	-420.5			
																		1383.8	-417.9			
																		1384.35	-417.2			
																		1384.9	-416.3			
																		1385.45	-416.2			
																		1386	-414			
																		1386.55	-421.3			
																		1387.1	-420			
																		1387.65	-421.5			
																		1388.2	-419.9			
																		1388.75	-415.9			
																		1389.3	-416.7			
																		1389.85	-413.2			
																		1390.4	-411.7			
																		1390.95	-414.7			
																		1391.5	-407.1			
																		1392.05	-411.1			
																		1392.6	-417.5			
																		1393.15	-413.7			
																		1393.7	-419.5			
																		1394.25	-417.3			
																		1394.8	-418.6			
																		1395.35	-415			
																		1395.9	-418.3			
																		1396.45	-416.5			
																		1397	-416.5			
																		1397.55	-416			
																		1398.1	-420.6			
																		1398.65	-418			
																		1399.2	-416.9			
																		1399.75	-415.9			
																		1400.3	-419.9			
																		1400.85	-427.6			
																		1401.4	-418.9			
																		1401.95	-419.5			
																		1402.5	-421.3			
																		1403.05	-419.7			
																		1403.6	-419.1			
																		1404.15	-423.2			
																		1404.7	-416.4			
																		1405.25	-423.6			
																		1405.8	-424			
																		1406.35	-423.8			
																		1406.9	-422			
																		1407.45	-419.3			
																		1408	-426.3			
